,delay_stream,jitter_stream
0,120.104157,111.69652253463816
1,119.92119000000002,111.87948953463814
2,120.27088399999997,111.5297955346382
3,120.48003999999992,111.32063953463825
4,123.98607399999997,107.81460553463819
5,120.18841799999996,111.61226153463821
6,120.18841799999996,111.61226153463821
7,120.17760699999997,111.6230725346382
8,119.97928100000007,111.82139853463809
9,119.97928100000007,111.82139853463809
10,199.71191700000003,32.088762534638136
11,119.68625499999996,112.1144245346382
12,84.44810199999998,147.3525775346382
13,120.356626,111.44405353463816
14,119.78493299999991,112.01574653463825
15,120.27433000000008,111.52634953463809
16,123.945336,107.85534353463817
17,119.95658800000001,111.84409153463815
18,119.88602399999999,111.91465553463817
19,119.91380699999996,111.8868725346382
20,160.32942099999997,71.4712585346382
21,160.29732,71.50335953463815
22,120.28821600000003,111.51246353463813
23,120.28821600000003,111.51246353463813
24,160.105236,71.69544353463817
25,119.80523100000005,111.99544853463811
26,119.692317,112.10836253463816
27,120.17126399999998,111.62941553463818
28,119.97993199999996,111.8207475346382
29,119.85987499999999,111.94080453463818
30,160.04091400000004,71.75976553463812
31,160.06385799999998,71.73682153463818
32,127.93427500000001,103.86640453463815
33,120.35678699999998,111.44389253463818
34,119.622424,112.17825553463817
35,119.622424,112.17825553463817
36,123.97727700000002,107.82340253463815
37,124.11026899999996,107.6904105346382
38,119.631712,112.16896753463817
39,120.0372809999999,111.76339853463827
40,160.44013099999995,71.36054853463821
41,120.74336899999992,111.05731053463825
42,120.74336899999992,111.05731053463825
43,119.78377,112.01690953463816
44,119.94039799999996,111.8602815346382
45,119.94006599999997,111.86061353463819
46,120.10985799999997,111.69082153463819
47,159.862927,71.93775253463815
48,123.52959799999996,108.2710815346382
49,119.853502,111.94717753463816
50,123.99946,107.80121953463816
51,123.99946,107.80121953463816
52,160.15780599999994,71.64287353463823
53,160.18719199999998,71.61348753463818
54,119.88183599999996,111.9188435346382
55,164.182903,67.61777653463815
56,166.18177099999997,65.6189085346382
57,121.74824199999998,110.05243753463819
58,82.19871899999998,149.60196053463818
59,124.35757799999996,107.4431015346382
60,119.84738099999998,111.95329853463818
61,159.42029900000006,72.3803805346381
62,119.89553200000006,111.9051475346381
63,120.20896599999999,111.59171353463817
64,119.88236700000004,111.91831253463812
65,163.864099,67.93658053463815
66,120.13981499999997,111.6608645346382
67,120.01730299999997,111.7833765346382
68,119.76778,112.03289953463816
69,159.815247,71.98543253463816
70,160.050633,71.75004653463816
71,120.12570899999997,111.67497053463819
72,119.907084,111.89359553463817
73,160.10157999999996,71.69909953463821
74,122.019657,109.78102253463817
75,120.22819299999998,111.57248653463819
76,159.85407000000004,71.94660953463813
77,119.80523100000005,111.99544853463811
78,120.26369999999997,111.53697953463819
79,120.26369999999997,111.53697953463819
80,159.855994,71.94468553463815
81,119.72816499999999,112.07251453463817
82,122.00685199999998,109.79382753463818
83,120.32748100000003,111.47319853463813
