,delay_stream,jitter_stream
0,119.99255400000004,92.82139206610401
1,163.91006300000004,48.903883066104015
2,160.36253,52.45141606610406
3,120.03939200000002,92.77455406610403
4,164.27514399999995,48.5388020661041
5,123.96104400000002,88.85290206610404
6,83.91381799999999,128.90012806610406
7,79.80854900000003,133.00539706610402
8,159.84817499999997,52.96577106610408
9,80.13952699999993,132.67441906610412
10,120.19806300000005,92.615883066104
11,119.89127100000002,92.92267506610403
12,79.9406600000001,132.87328606610396
13,120.52519300000006,92.288753066104
14,124.30586600000004,88.50808006610401
15,123.86793699999998,88.94600906610407
16,119.78000100000003,93.03394506610402
17,127.94458200000008,84.86936406610397
18,83.52912900000001,129.28481706610404
19,123.69542000000001,89.11852606610404
20,120.10198099999991,92.71196506610414
21,161.68732,51.12662606610405
22,119.76493199999999,93.04901406610406
23,79.940249,132.87369706610406
24,160.390914,52.42303206610404
25,119.966094,92.84785206610405
26,125.95574299999998,86.85820306610407
27,122.15638299999989,90.65756306610416
28,122.15638299999989,90.65756306610416
29,162.40262599999994,50.41132006610411
30,79.94409599999994,132.8698500661041
31,123.71383400000002,89.10011206610403
32,128.051314,84.76263206610406
33,128.051314,84.76263206610406
34,85.91381799999999,126.90012806610406
35,126.34561199999996,86.46833406610409
36,83.88310000000001,128.93084606610404
37,123.990409,88.82353706610405
38,164.074795,48.73915106610406
39,119.94274900000002,92.87119706610403
40,80.01889700000004,132.795049066104
41,124.02253999999994,88.79140606610412
42,121.93777999999998,90.87616606610408
43,82.21783500000004,130.59611106610402
44,84.06737900000007,128.74656706610398
45,120.17461800000001,92.63932806610404
46,120.17461800000001,92.63932806610404
47,120.17461800000001,92.63932806610404
48,80.49240500000002,132.32154106610403
49,120.12719799999991,92.68674806610414
50,87.74728199999993,125.06666406610412
51,120.52519300000006,92.288753066104
52,84.17418099999998,128.63976506610408
53,119.88142300000004,92.93252306610401
54,79.48915399999998,133.32479206610407
55,159.86028899999997,52.953657066104086
56,160.47844900000007,52.33549706610398
57,126.016929,86.79701706610405
58,126.016929,86.79701706610405
59,122.05780699999997,90.75613906610408
60,122.05780699999997,90.75613906610408
61,80.07615599999997,132.73779006610408
62,119.96315800000002,92.85078806610403
63,79.67380400000002,133.14014206610403
64,120.27120200000002,92.54274406610404
65,120.52343999999994,92.29050606610411
66,120.17535000000004,92.63859606610401
67,160.14680199999998,52.66714406610407
68,119.820427,92.99351906610406
69,159.70794999999998,53.10599606610407
70,122.41582500000004,90.39812106610401
71,84.18820799999997,128.62573806610408
72,120.340262,92.47368406610406
73,121.96893899999998,90.84500706610407
74,163.74401799999998,49.06992806610407
75,122.12521499999991,90.68873106610414
76,122.12521499999991,90.68873106610414
77,120.06503099999998,92.74891506610408
78,119.92851200000001,92.88543406610404
79,120.10192099999995,92.7120250661041
80,120.10192099999995,92.7120250661041
81,120.171152,92.64279406610405
82,119.64730999999995,93.1666360661041
83,119.64730999999995,93.1666360661041
84,80.02900699999998,132.78493906610407
85,160.23352599999998,52.58042006610407
86,120.10515699999996,92.70878906610409
87,79.88226899999995,132.9316770661041
88,120.52343999999994,92.29050606610411
89,83.99371900000006,128.820227066104
90,124.19783200000006,88.61611406610399
91,81.910933,130.90301306610405
92,80.19087399999998,132.62307206610407
93,123.65399100000002,89.15995506610403
94,124.15619299999997,88.65775306610408
95,123.90438599999999,88.90956006610406
96,123.90438599999999,88.90956006610406
97,122.18114100000003,90.63280506610403
98,162.30369900000005,50.510247066104
99,121.9037350000001,90.91021106610395
100,161.6169470000001,51.196999066103956
101,79.83577000000002,132.97817606610403
102,120.28649999999993,92.52744606610412
103,123.97579199999996,88.8381540661041
104,120.28515799999997,92.52878806610408
105,119.69219400000009,93.12175206610397
106,119.69219400000009,93.12175206610397
107,121.88798500000007,90.92596106610398
108,121.88798500000007,90.92596106610398
109,81.73776400000008,131.07618206610397
110,120.30125900000002,92.51268706610404
111,126.14817800000003,86.66576806610402
112,119.85808899999995,92.9558570661041
113,119.82495600000004,92.98899006610401
114,120.05625399999997,92.75769206610408
115,160.07471499999997,52.73923106610408
116,160.35008699999992,52.463859066104135
117,84.25541600000008,128.55853006610397
118,123.84722800000009,88.96671806610397
119,119.94035399999996,92.8735920661041
120,159.69536599999992,53.11858006610413
121,119.78474999999997,93.02919606610408
122,119.7028049999999,93.11114106610415
123,119.7028049999999,93.11114106610415
124,119.87188500000002,92.94206106610403
125,120.47240299999999,92.34154306610407
126,120.42000299999995,92.3939430661041
127,83.95651900000007,128.85742706610398
128,120.27690300000006,92.53704306610399
129,124.19931500000001,88.61463106610404
130,159.66512899999998,53.14881706610407
131,79.87704800000006,132.936898066104
132,122.41960299999994,90.39434306610411
133,81.72213499999998,131.09181106610407
134,125.55190800000003,87.26203806610403
135,119.54414500000001,93.26980106610404
136,119.54414500000001,93.26980106610404
137,159.71319999999997,53.10074606610408
138,119.85525299999995,92.9586930661041
139,119.85525299999995,92.9586930661041
140,159.98345199999994,52.83049406610411
141,159.89525500000002,52.91869106610403
142,120.42235700000003,92.39158906610402
143,159.9932,52.82074606610405
144,120.21413399999994,92.5998120661041
145,80.64329099999998,132.17065506610408
146,124.45558099999994,88.35836506610411
147,83.60269800000003,129.21124806610402
148,159.90821999999997,52.90572606610408
149,159.98275999999998,52.83118606610407
150,119.66479199999998,93.14915406610407
151,120.07006999999999,92.74387606610406
152,120.17534999999998,92.63859606610407
153,120.20637899999997,92.60756706610408
154,162.200554,50.61339206610404
155,120.01184,92.80210606610405
156,120.01184,92.80210606610405
157,83.98893099999998,128.82501506610407
158,128.68579599999998,84.12815006610407
159,84.41643999999997,128.39750606610409
160,120.007792,92.80615406610406
161,123.85747700000002,88.95646906610403
162,121.50730300000004,91.30664306610402
163,119.96315800000002,92.85078806610403
164,83.77827099999996,129.0356750661041
165,83.60269800000003,129.21124806610402
166,120.08432700000003,92.72961906610402
167,120.283004,92.53094206610405
168,121.90558799999997,90.90835806610409
169,121.90558799999997,90.90835806610409
170,121.90558799999997,90.90835806610409
171,160.17204899999996,52.64189706610409
172,119.701191,93.11275506610406
173,159.958935,52.855011066104055
174,82.29642299999995,130.5175230661041
175,124.01000600000003,88.80394006610402
176,120.01932400000004,92.79462206610401
177,120.04490300000003,92.76904306610402
178,120.09529799999996,92.7186480661041
179,120.09529799999996,92.7186480661041
180,120.27495900000008,92.53898706610397
181,120.24854900000003,92.56539706610403
182,120.24854900000003,92.56539706610403
183,120.0466459999999,92.76730006610416
184,120.39520599999992,92.41874006610414
185,160.271928,52.54201806610405
186,119.91494599999999,92.89900006610407
187,121.53001599999999,91.28393006610406
188,119.5254490000001,93.28849706610396
189,120.31615700000003,92.49778906610402
190,119.71347499999999,93.10047106610406
191,120.09705199999996,92.71689406610409
192,120.09705199999996,92.71689406610409
193,79.55437699999999,133.25956906610406
194,160.22992900000003,52.584017066104025
195,80.03616,132.77778606610406
196,120.21013600000003,92.60381006610402
197,120.01685999999995,92.7970860661041
198,122.048339,90.76560706610405
199,80.11699299999998,132.69695306610407
200,119.96141399999999,92.85253206610406
201,120.38324399999999,92.43070206610406
202,160.358834,52.45511206610405
203,119.71347499999999,93.10047106610406
204,119.96765600000003,92.84629006610402
205,82.27956199999994,130.5343840661041
206,81.78861100000006,131.025335066104
207,123.69789499999996,89.11605106610409
208,163.688674,49.12527206610406
209,124.124664,88.68928206610406
210,119.56254899999999,93.25139706610406
211,119.69488899999999,93.11905706610406
212,120.02073700000005,92.793209066104
213,120.02073700000005,92.793209066104
214,80.03871500000002,132.77523106610403
215,120.08432700000003,92.72961906610402
216,122.271973,90.54197306610405
217,122.271973,90.54197306610405
218,82.27207699999997,130.54186906610408
219,121.94099500000004,90.87295106610401
220,121.94099500000004,90.87295106610401
221,121.77158499999996,91.04236106610409
222,119.96605400000004,92.84789206610401
223,160.34020799999996,52.47373806610409
224,119.842128,92.97181806610405
225,119.86335900000006,92.95058706610399
226,119.86335900000006,92.95058706610399
227,79.821103,132.99284306610406
228,122.07247499999994,90.74147106610411
229,123.96077300000002,88.85317306610403
230,119.38746800000001,93.42647806610404
231,79.80992200000003,133.00402406610402
232,120.06707499999999,92.74687106610406
233,162.062051,50.751895066104055
234,121.80489800000004,91.00904806610401
235,81.92749400000002,130.88645206610403
236,121.74024499999996,91.07370106610409
237,162.09714699999995,50.7167990661041
238,124.20551699999999,88.60842906610407
239,122.35844700000001,90.45549906610404
240,120.121579,92.69236706610405
241,84.06737900000007,128.74656706610398
